Timestamp,Air Temp WSSR [Sagehorn Ranch WS], flag
4/1/2016 10:05,15.23,P
4/1/2016 10:10,15.67,P
4/1/2016 10:15,15.57,P
4/1/2016 10:20,16.25,P
4/1/2016 10:25,16.49,P
4/1/2016 10:30,17.17,P
4/1/2016 10:35,17.1,P
4/1/2016 10:40,17.24,P
4/1/2016 10:45,17.44,P
4/1/2016 10:50,17.99,P
4/1/2016 10:55,18.36,P
4/1/2016 11:00,18.25,P
4/1/2016 11:05,17.88,P
4/1/2016 11:10,18.28,P
4/1/2016 11:15,18.25,P
4/1/2016 11:20,18.52,P
4/1/2016 11:25,19.48,P
4/1/2016 11:30,19.48,P
4/1/2016 11:35,19.58,P
4/1/2016 11:40,19.34,P
4/1/2016 11:45,19.37,P
4/1/2016 11:50,19,P
4/1/2016 11:55,18.15,P
4/1/2016 12:00,18.9,P
4/1/2016 12:05,18.69,P
4/1/2016 12:10,18.38,P
4/1/2016 12:15,18.18,P
4/1/2016 12:20,17.84,P
4/1/2016 12:25,17.94,P
4/1/2016 12:30,18.08,P
4/1/2016 12:35,18.49,P
4/1/2016 12:40,18.38,P
4/1/2016 12:45,18.59,P
4/1/2016 12:50,17.91,P
4/1/2016 12:55,17.98,P
4/1/2016 13:00,17.84,P
4/1/2016 13:05,17.57,P
4/1/2016 13:10,17.57,P
4/1/2016 13:15,17.74,P
4/1/2016 13:20,17.71,P
4/1/2016 13:25,17.57,P
4/1/2016 13:30,17.84,P
4/1/2016 13:35,17.64,P
4/1/2016 13:40,17.54,P
4/1/2016 13:45,17.27,P
4/1/2016 13:50,17.17,P
4/1/2016 13:55,16.79,P
4/1/2016 14:00,17.37,P
4/1/2016 14:05,17.2,P
4/1/2016 14:10,17.2,P
4/1/2016 14:15,17.24,P
4/1/2016 14:20,18.05,P
4/1/2016 14:25,18.02,P
4/1/2016 14:30,17.64,P
4/1/2016 14:35,17.71,P
4/1/2016 14:40,17.64,P
4/1/2016 14:45,17.37,P
4/1/2016 14:50,17.27,P
4/1/2016 14:55,17.1,P
4/1/2016 15:00,16.76,P
4/1/2016 15:05,16.76,P
4/1/2016 15:10,16.83,P
4/1/2016 15:15,17.2,P
4/1/2016 15:20,17.17,P
4/1/2016 15:25,17.13,P
4/1/2016 15:30,16.96,P
4/1/2016 15:35,16.89,P
4/1/2016 15:40,16.83,P
4/1/2016 15:45,16.93,P
4/1/2016 15:50,17.06,P
4/1/2016 15:55,17.1,P
4/1/2016 16:00,16.76,P
4/1/2016 16:05,16.72,P
4/1/2016 16:10,16.66,P
4/1/2016 16:15,16.28,P
4/1/2016 16:20,16.11,P
4/1/2016 16:25,16.04,P
4/1/2016 16:30,15.91,P
4/1/2016 16:35,16.04,P
4/1/2016 16:40,15.77,P
4/1/2016 16:45,15.7,P
4/1/2016 16:50,15.87,P
4/1/2016 16:55,15.84,P
4/1/2016 17:00,15.7,P
4/1/2016 17:05,15.5,P
4/1/2016 17:10,15.43,P
4/1/2016 17:15,15.5,P
4/1/2016 17:20,15.33,P
4/1/2016 17:25,15.06,P
4/1/2016 17:30,14.82,P
4/1/2016 17:35,14.78,P
4/1/2016 17:40,14.65,P
4/1/2016 17:45,14.69,P
4/1/2016 17:50,14.65,P
4/1/2016 17:55,14.31,P
4/1/2016 18:00,14.04,P
4/1/2016 18:05,13.73,P
4/1/2016 18:10,13.29,P
4/1/2016 18:15,13.29,P
4/1/2016 18:20,13.06,P
4/1/2016 18:25,12.85,P
4/1/2016 18:30,12.62,P
4/1/2016 18:35,12.55,P
4/1/2016 18:40,12.48,P
4/1/2016 18:45,12.45,P
4/1/2016 18:50,12.58,P
4/1/2016 18:55,12.69,P
4/1/2016 19:00,12.72,P
4/1/2016 19:05,12.04,P
4/1/2016 19:10,11.84,P
4/1/2016 19:15,11.77,P
4/1/2016 19:20,11.77,P
4/1/2016 19:25,12.18,P
4/1/2016 19:30,12.69,P
4/1/2016 19:35,12.8,P
4/1/2016 19:40,12.73,P
4/1/2016 19:45,12.7,P
4/1/2016 19:50,12.49,P
4/1/2016 19:55,12.46,P
4/1/2016 20:00,12.46,P
4/1/2016 20:05,12.52,P
4/1/2016 20:10,12.52,P
4/1/2016 20:15,12.56,P
4/1/2016 20:20,12.12,P
4/1/2016 20:25,11.94,P
4/1/2016 20:30,11.84,P
4/1/2016 20:35,12.12,P
4/1/2016 20:40,12.36,P
4/1/2016 20:45,12.29,P
4/1/2016 20:50,12.39,P
4/1/2016 20:55,12.29,P
4/1/2016 21:00,12.29,P
4/1/2016 21:05,12.22,P
4/1/2016 21:10,12.16,P
4/1/2016 21:15,12.26,P
4/1/2016 21:20,12.19,P
4/1/2016 21:25,11.99,P
4/1/2016 21:30,11.68,P
4/1/2016 21:35,12.02,P
4/1/2016 21:40,12.06,P
4/1/2016 21:45,11.61,P
4/1/2016 21:50,11.07,P
4/1/2016 21:55,11.24,P
4/1/2016 22:00,11.07,P
4/1/2016 22:05,11.07,P
4/1/2016 22:10,11.24,P
4/1/2016 22:15,11.13,P
4/1/2016 22:20,10.93,P
4/1/2016 22:25,10.72,P
4/1/2016 22:30,10.42,P
4/1/2016 22:35,9.97,P
4/1/2016 22:40,10.35,P
4/1/2016 22:45,10.66,P
4/1/2016 22:50,10.59,P
4/1/2016 22:55,10.69,P
4/1/2016 23:00,10.08,P
4/1/2016 23:05,10.25,P
4/1/2016 23:10,10.59,P
4/1/2016 23:15,10.14,P
4/1/2016 23:20,10.08,P
4/1/2016 23:25,10.04,P
4/1/2016 23:30,9.67,P
4/1/2016 23:35,9.7,P
4/1/2016 23:40,9.77,P
4/1/2016 23:45,9.5,P
4/1/2016 23:50,9.29,P
4/1/2016 23:55,9.16,P
4/2/2016 0:00,8.85,P
4/2/2016 0:05,8.71,P
4/2/2016 0:10,8.68,P
4/2/2016 0:15,8.62,P
4/2/2016 0:20,8.51,P
4/2/2016 0:25,8.28,P
4/2/2016 0:30,8.38,P
4/2/2016 0:35,8.41,P
4/2/2016 0:40,8.35,P
4/2/2016 0:45,8.65,P
4/2/2016 0:50,8.55,P
4/2/2016 0:55,8.28,P
4/2/2016 1:00,8.14,P
4/2/2016 1:05,8.35,P
4/2/2016 1:10,8.45,P
4/2/2016 1:15,8.69,P
4/2/2016 1:20,8.97,P
4/2/2016 1:25,9,P
4/2/2016 1:30,8.86,P
4/2/2016 1:35,8.76,P
4/2/2016 1:40,8.55,P
4/2/2016 1:45,8.59,P
4/2/2016 1:50,8.62,P
4/2/2016 1:55,8.8,P
4/2/2016 2:00,8.76,P
4/2/2016 2:05,8.86,P
4/2/2016 2:10,8.86,P
4/2/2016 2:15,8.97,P
4/2/2016 2:20,8.86,P
4/2/2016 2:25,8.76,P
4/2/2016 2:30,8.83,P
4/2/2016 2:35,8.76,P
4/2/2016 2:40,8.9,P
4/2/2016 2:45,8.73,P
4/2/2016 2:50,8.66,P
4/2/2016 2:55,8.59,P
4/2/2016 3:00,8.59,P
4/2/2016 3:05,8.69,P
4/2/2016 3:10,8.66,P
4/2/2016 3:15,8.56,P
4/2/2016 3:20,8.63,P
4/2/2016 3:25,8.83,P
4/2/2016 3:30,8.93,P
4/2/2016 3:35,8.83,P
4/2/2016 3:40,8.66,P
4/2/2016 3:45,8.46,P
4/2/2016 3:50,8.39,P
4/2/2016 3:55,8.32,P
4/2/2016 4:00,8.08,P
4/2/2016 4:05,7.978,P
4/2/2016 4:10,7.773,P
4/2/2016 4:15,7.637,P
4/2/2016 4:20,7.432,P
4/2/2016 4:25,7.296,P
4/2/2016 4:30,7.296,P
4/2/2016 4:35,7.535,P
4/2/2016 4:40,7.364,P
4/2/2016 4:45,7.33,P
4/2/2016 4:50,7.466,P
4/2/2016 4:55,6.954,P
4/2/2016 5:00,7.364,P
4/2/2016 5:05,7.637,P
4/2/2016 5:10,7.33,P
4/2/2016 5:15,7.466,P
4/2/2016 5:20,7.603,P
4/2/2016 5:25,7.603,P
4/2/2016 5:30,7.535,P
4/2/2016 5:35,7.5,P
4/2/2016 5:40,7.602,P
4/2/2016 5:45,7.671,P
4/2/2016 5:50,7.704,P
4/2/2016 5:55,7.874,P
4/2/2016 6:00,7.772,P
4/2/2016 6:05,7.875,P
4/2/2016 6:10,7.91,P
4/2/2016 6:15,7.91,P
4/2/2016 6:20,8.04,P
4/2/2016 6:25,8.18,P
4/2/2016 6:30,8.45,P
4/2/2016 6:35,8.32,P
4/2/2016 6:40,8.42,P
4/2/2016 6:45,8.79,P
4/2/2016 6:50,8.96,P
4/2/2016 6:55,9.3,P
4/2/2016 7:00,9.23,P
4/2/2016 7:05,8.89,P
4/2/2016 7:10,8.79,P
4/2/2016 7:15,8.79,P
4/2/2016 7:20,9.4,P
4/2/2016 7:25,9.51,P
4/2/2016 7:30,10.29,P
4/2/2016 7:35,10.87,P
4/2/2016 7:40,11.38,P
4/2/2016 7:45,11.34,P
4/2/2016 7:50,11.34,P
4/2/2016 7:55,11.54,P
4/2/2016 8:00,11.51,P
4/2/2016 8:05,12.06,P
4/2/2016 8:10,12.5,P
4/2/2016 8:15,13.11,P
4/2/2016 8:20,13.11,P
4/2/2016 8:25,13.04,P
4/2/2016 8:30,13.17,P
4/2/2016 8:35,13.65,P
4/2/2016 8:40,14.05,P
4/2/2016 8:45,14.66,P
4/2/2016 8:50,15.04,P
4/2/2016 8:55,14.83,P
4/2/2016 9:00,15,P
4/2/2016 9:05,15.35,P
4/2/2016 9:10,15.38,P
4/2/2016 9:15,15.85,P
4/2/2016 9:20,16.02,P
4/2/2016 9:25,16.56,P
4/2/2016 9:30,16.46,P
4/2/2016 9:35,16.63,P
4/2/2016 9:40,16.49,P
4/2/2016 9:45,16.86,P
4/2/2016 9:50,17.07,P
4/2/2016 9:55,17.07,P
4/2/2016 10:00,17.47,P
4/2/2016 10:05,17.51,P
4/2/2016 10:10,17.54,P
4/2/2016 10:15,17.37,P
4/2/2016 10:20,18.05,P
4/2/2016 10:25,17.88,P
4/2/2016 10:30,17.85,P
4/2/2016 10:35,18.09,P
4/2/2016 10:40,18.15,P
4/2/2016 10:45,18.12,P
4/2/2016 10:50,18.49,P
4/2/2016 10:55,18.49,P
4/2/2016 11:00,18.28,P
4/2/2016 11:05,18.76,P
4/2/2016 11:10,18.56,P
4/2/2016 11:15,18.32,P
4/2/2016 11:20,18.52,P
4/2/2016 11:25,18.79,P
4/2/2016 11:30,18.35,P
4/2/2016 11:35,18.69,P
4/2/2016 11:40,18.42,P
4/2/2016 11:45,18.52,P
4/2/2016 11:50,18.56,P
4/2/2016 11:55,18.73,P
4/2/2016 12:00,18.62,P
4/2/2016 12:05,18.73,P
4/2/2016 12:10,18.9,P
4/2/2016 12:15,18.93,P
4/2/2016 12:20,19.1,P
4/2/2016 12:25,18.9,P
4/2/2016 12:30,19.24,P
4/2/2016 12:35,18.96,P
4/2/2016 12:40,19.07,P
4/2/2016 12:45,18.76,P
4/2/2016 12:50,18.9,P
4/2/2016 12:55,18.96,P
4/2/2016 13:00,19.2,P
4/2/2016 13:05,19.1,P
4/2/2016 13:10,19.1,P
4/2/2016 13:15,19.34,P
4/2/2016 13:20,18.9,P
4/2/2016 13:25,19.44,P
4/2/2016 13:30,19.44,P
4/2/2016 13:35,19.54,P
4/2/2016 13:40,19.95,P
4/2/2016 13:45,19.37,P
4/2/2016 13:50,19.17,P
4/2/2016 13:55,19.44,P
4/2/2016 14:00,18.9,P
4/2/2016 14:05,18.66,P
4/2/2016 14:10,18.59,P
4/2/2016 14:15,18.83,P
4/2/2016 14:20,18.73,P
4/2/2016 14:25,18.35,P
4/2/2016 14:30,18.28,P
4/2/2016 14:35,18.52,P
4/2/2016 14:40,18.45,P
4/2/2016 14:45,18.32,P
4/2/2016 14:50,18.28,P
4/2/2016 14:55,18.15,P
4/2/2016 15:00,18.11,P
4/2/2016 15:05,18.15,P
4/2/2016 15:10,17.87,P
4/2/2016 15:15,17.94,P
4/2/2016 15:20,17.84,P
4/2/2016 15:25,17.77,P
4/2/2016 15:30,17.64,P
4/2/2016 15:35,17.88,P
4/2/2016 15:40,17.2,P
4/2/2016 15:45,17.03,P
4/2/2016 15:50,16.86,P
4/2/2016 15:55,17.06,P
4/2/2016 16:00,16.82,P
4/2/2016 16:05,16.69,P
4/2/2016 16:10,16.18,P
4/2/2016 16:15,16.52,P
4/2/2016 16:20,16.38,P
4/2/2016 16:25,16.59,P
4/2/2016 16:30,16.25,P
4/2/2016 16:35,16.45,P
4/2/2016 16:40,16.11,P
4/2/2016 16:45,16.42,P
4/2/2016 16:50,16.25,P
4/2/2016 16:55,16.21,P
4/2/2016 17:00,16.28,P
4/2/2016 17:05,16.21,P
4/2/2016 17:10,16.25,P
4/2/2016 17:15,16.25,P
4/2/2016 17:20,16.31,P
4/2/2016 17:25,15.94,P
4/2/2016 17:30,16.11,P
4/2/2016 17:35,16.01,P
4/2/2016 17:40,15.7,P
4/2/2016 17:45,15.46,P
4/2/2016 17:50,15.67,P
4/2/2016 17:55,15.5,P
4/2/2016 18:00,15.13,P
4/2/2016 18:05,15.5,P
4/2/2016 18:10,15.57,P
4/2/2016 18:15,15.68,P
4/2/2016 18:20,15.44,P
4/2/2016 18:25,15.03,P
4/2/2016 18:30,14.62,P
4/2/2016 18:35,14.42,P
4/2/2016 18:40,14.32,P
4/2/2016 18:45,14.18,P
4/2/2016 18:50,14.01,P
4/2/2016 18:55,13.71,P
4/2/2016 19:00,13.74,P
4/2/2016 19:05,13.37,P
4/2/2016 19:10,13.03,P
4/2/2016 19:15,12.79,P
4/2/2016 19:20,12.75,P
4/2/2016 19:25,12.58,P
4/2/2016 19:30,12.52,P
4/2/2016 19:35,12.25,P
4/2/2016 19:40,12.59,P
4/2/2016 19:45,12.69,P
4/2/2016 19:50,12.35,P
4/2/2016 19:55,12.32,P
4/2/2016 20:00,12.66,P
4/2/2016 20:05,12.8,P
4/2/2016 20:10,12.35,P
4/2/2016 20:15,12.08,P
4/2/2016 20:20,12.59,P
4/2/2016 20:25,12.93,P
4/2/2016 20:30,13.14,P
4/2/2016 20:35,12.63,P
4/2/2016 20:40,13.07,P
4/2/2016 20:45,13.1,P
4/2/2016 20:50,12.9,P
4/2/2016 20:55,12.97,P
4/2/2016 21:00,12.83,P
4/2/2016 21:05,12.86,P
4/2/2016 21:10,12.63,P
4/2/2016 21:15,12.49,P
4/2/2016 21:20,12.42,P
4/2/2016 21:25,12.25,P
4/2/2016 21:30,12.32,P
4/2/2016 21:35,12.42,P
4/2/2016 21:40,12.6,P
4/2/2016 21:45,12.53,P
4/2/2016 21:50,12.74,P
4/2/2016 21:55,12.73,P
4/2/2016 22:00,13.08,P
4/2/2016 22:05,13.15,P
4/2/2016 22:10,13.11,P
4/2/2016 22:15,13.15,P
4/2/2016 22:20,13.25,P
4/2/2016 22:25,13.32,P
4/2/2016 22:30,12.84,P
4/2/2016 22:35,12.5,P
4/2/2016 22:40,12.53,P
4/2/2016 22:45,12.46,P
4/2/2016 22:50,12.57,P
4/2/2016 22:55,12.7,P
4/2/2016 23:00,12.53,P
4/2/2016 23:05,12.33,P
4/2/2016 23:10,12.09,P
4/2/2016 23:15,12.19,P
4/2/2016 23:20,12.19,P
4/2/2016 23:25,11.78,P
4/2/2016 23:30,11.47,P
4/2/2016 23:35,11.61,P
4/2/2016 23:40,11.88,P
4/2/2016 23:45,12.16,P
4/2/2016 23:50,12.19,P
4/2/2016 23:55,12.02,P
4/3/2016 0:00,11.85,P
4/3/2016 0:05,11.58,P
4/3/2016 0:10,11.41,P
4/3/2016 0:15,11.17,P
4/3/2016 0:20,11.1,P
4/3/2016 0:25,11.03,P
4/3/2016 0:30,11.34,P
4/3/2016 0:35,11.41,P
4/3/2016 0:40,11.48,P
4/3/2016 0:45,11.54,P
4/3/2016 0:50,11.68,P
4/3/2016 0:55,11.58,P
4/3/2016 1:00,11.17,P
4/3/2016 1:05,10.83,P
4/3/2016 1:10,10.72,P
4/3/2016 1:15,10.59,P
4/3/2016 1:20,10.69,P
4/3/2016 1:25,10.83,P
4/3/2016 1:30,10.66,P
4/3/2016 1:35,10.52,P
4/3/2016 1:40,10.96,P
4/3/2016 1:45,10.69,P
4/3/2016 1:50,10.55,P
4/3/2016 1:55,10.96,P
4/3/2016 2:00,10.83,P
4/3/2016 2:05,10.79,P
4/3/2016 2:10,10.83,P
4/3/2016 2:15,11.17,P
4/3/2016 2:20,10.55,P
4/3/2016 2:25,10.32,P
4/3/2016 2:30,10.35,P
4/3/2016 2:35,10.59,P
4/3/2016 2:40,10.25,P
4/3/2016 2:45,10.21,P
4/3/2016 2:50,10.21,P
4/3/2016 2:55,9.7,P
4/3/2016 3:00,9.5,P
4/3/2016 3:05,9.36,P
4/3/2016 3:10,9.53,P
4/3/2016 3:15,9.84,P
4/3/2016 3:20,9.94,P
4/3/2016 3:25,9.67,P
4/3/2016 3:30,9.53,P
4/3/2016 3:35,9.5,P
4/3/2016 3:40,9.5,P
4/3/2016 3:45,9.43,P
4/3/2016 3:50,9.67,P
4/3/2016 3:55,9.74,P
4/3/2016 4:00,9.46,P
4/3/2016 4:05,9.22,P
4/3/2016 4:10,9.23,P
4/3/2016 4:15,9.22,P
4/3/2016 4:20,8.99,P
4/3/2016 4:25,8.82,P
4/3/2016 4:30,8.65,P
4/3/2016 4:35,8.82,P
4/3/2016 4:40,8.82,P
4/3/2016 4:45,8.82,P
4/3/2016 4:50,8.92,P
4/3/2016 4:55,8.78,P
4/3/2016 5:00,9.09,P
4/3/2016 5:05,8.79,P
4/3/2016 5:10,8.82,P
4/3/2016 5:15,8.58,P
4/3/2016 5:20,8.31,P
4/3/2016 5:25,8.21,P
4/3/2016 5:30,8.24,P
4/3/2016 5:35,8.31,P
4/3/2016 5:40,8.62,P
4/3/2016 5:45,9.03,P
4/3/2016 5:50,9.06,P
4/3/2016 5:55,9.27,P
4/3/2016 6:00,9.13,P
4/3/2016 6:05,8.96,P
4/3/2016 6:10,9.06,P
4/3/2016 6:15,8.96,P
4/3/2016 6:20,9.13,P
4/3/2016 6:25,9.2,P
4/3/2016 6:30,9.1,P
4/3/2016 6:35,9.27,P
4/3/2016 6:40,9.61,P
4/3/2016 6:45,9.74,P
4/3/2016 6:50,9.81,P
4/3/2016 6:55,10.02,P
4/3/2016 7:00,10.19,P
4/3/2016 7:05,10.15,P
4/3/2016 7:10,10.36,P
4/3/2016 7:15,10.73,P
4/3/2016 7:20,11.24,P
4/3/2016 7:25,11.58,P
4/3/2016 7:30,11.95,P
4/3/2016 7:35,12.33,P
4/3/2016 7:40,12.7,P
4/3/2016 7:45,13.56,P
4/3/2016 7:50,13.01,P
4/3/2016 7:55,11.92,P
4/3/2016 8:00,11.71,P
4/3/2016 8:05,11.81,P
4/3/2016 8:10,11.98,P
4/3/2016 8:15,12.46,P
4/3/2016 8:20,12.49,P
4/3/2016 8:25,12.69,P
4/3/2016 8:30,12.99,P
4/3/2016 8:35,13.13,P
4/3/2016 8:40,13.3,P
4/3/2016 8:45,13.64,P
4/3/2016 8:50,13.95,P
4/3/2016 8:55,14.12,P
4/3/2016 9:00,14.32,P
4/3/2016 9:05,14.87,P
4/3/2016 9:10,15.24,P
4/3/2016 9:15,15.37,P
4/3/2016 9:20,15.78,P
4/3/2016 9:25,16.84,P
4/3/2016 9:30,17.31,P
4/3/2016 9:35,17.41,P
4/3/2016 9:40,17.41,P
4/3/2016 9:45,17.88,P
4/3/2016 9:50,18.22,P
4/3/2016 9:55,18.39,P
4/3/2016 10:00,18.26,P
4/3/2016 10:05,18.5,P
4/3/2016 10:10,18.43,P
4/3/2016 10:15,17.78,P
4/3/2016 10:20,17.53,P
4/3/2016 10:25,17.29,P
4/3/2016 10:30,17.26,P
4/3/2016 10:35,17.29,P
4/3/2016 10:40,17.23,P
4/3/2016 10:45,16.99,P
4/3/2016 10:50,16.65,P
4/3/2016 10:55,16.85,P
4/3/2016 11:00,16.82,P
4/3/2016 11:05,17.06,P
4/3/2016 11:10,16.89,P
4/3/2016 11:15,16.48,P
4/3/2016 11:20,16.65,P
4/3/2016 11:25,16.65,P
4/3/2016 11:30,16.72,P
4/3/2016 11:35,16.96,P
4/3/2016 11:40,16.42,P
4/3/2016 11:45,16.55,P
4/3/2016 11:50,16.38,P
4/3/2016 11:55,16.38,P
4/3/2016 12:00,16.45,P
4/3/2016 12:05,16.11,P
4/3/2016 12:10,16.35,P
4/3/2016 12:15,16.72,P
4/3/2016 12:20,16.72,P
4/3/2016 12:25,16.55,P
4/3/2016 12:30,16.49,P
4/3/2016 12:35,16.49,P
4/3/2016 12:40,16.55,P
4/3/2016 12:45,16.96,P
4/3/2016 12:50,17.41,P
4/3/2016 12:55,17.3,P
4/3/2016 13:00,16.69,P
4/3/2016 13:05,16.55,P
4/3/2016 13:10,16.42,P
4/3/2016 13:15,16.28,P
4/3/2016 13:20,16.28,P
4/3/2016 13:25,15.91,P
4/3/2016 13:30,15.74,P
4/3/2016 13:35,15.94,P
4/3/2016 13:40,16.01,P
4/3/2016 13:45,16.08,P
4/3/2016 13:50,15.63,P
4/3/2016 13:55,15.6,P
4/3/2016 14:00,16.49,P
4/3/2016 14:05,16.31,P
4/3/2016 14:10,16.21,P
4/3/2016 14:15,15.91,P
4/3/2016 14:20,15.94,P
4/3/2016 14:25,16.04,P
4/3/2016 14:30,16.14,P
4/3/2016 14:35,15.97,P
4/3/2016 14:40,16.01,P
4/3/2016 14:45,15.7,P
4/3/2016 14:50,15.53,P
4/3/2016 14:55,15.5,P
4/3/2016 15:00,15.67,P
4/3/2016 15:05,15.97,P
4/3/2016 15:10,15.5,P
4/3/2016 15:15,15.33,P
4/3/2016 15:20,15.5,P
4/3/2016 15:25,15.43,P
4/3/2016 15:30,15.53,P
4/3/2016 15:35,15.26,P
4/3/2016 15:40,15.29,P
4/3/2016 15:45,15.39,P
4/3/2016 15:50,15.36,P
4/3/2016 15:55,15.22,P
4/3/2016 16:00,15.09,P
4/3/2016 16:05,14.78,P
4/3/2016 16:10,15.16,P
4/3/2016 16:15,14.48,P
4/3/2016 16:20,14.51,P
4/3/2016 16:25,14.14,P
4/3/2016 16:30,14.24,P
4/3/2016 16:35,14.04,P
4/3/2016 16:40,13.73,P
4/3/2016 16:45,13.97,P
4/3/2016 16:50,13.97,P
4/3/2016 16:55,13.94,P
4/3/2016 17:00,14.01,P
4/3/2016 17:05,14.24,P
4/3/2016 17:10,13.97,P
4/3/2016 17:15,13.43,P
4/3/2016 17:20,12.75,P
4/3/2016 17:25,12.34,P
4/3/2016 17:30,12.17,P
4/3/2016 17:35,12.28,P
4/3/2016 17:40,12.24,P
4/3/2016 17:45,12.24,P
4/3/2016 17:50,12.31,P
4/3/2016 17:55,12.38,P
4/3/2016 18:00,12.38,P
4/3/2016 18:05,12.38,P
4/3/2016 18:10,12.41,P
4/3/2016 18:15,12.25,P
4/3/2016 18:20,12.11,P
4/3/2016 18:25,12.15,P
4/3/2016 18:30,12.29,P
4/3/2016 18:35,12.25,P
4/3/2016 18:40,12.25,P
4/3/2016 18:45,10.85,P
4/3/2016 18:50,10.03,P
4/3/2016 18:55,9.63,P
4/3/2016 19:00,9.28,P
4/3/2016 19:05,9.25,P
4/3/2016 19:10,9.05,P
4/3/2016 19:15,9.05,P
4/3/2016 19:20,9.22,P
4/3/2016 19:25,9.43,P
4/3/2016 19:30,9.46,P
4/3/2016 19:35,9.6,P
4/3/2016 19:40,9.63,P
4/3/2016 19:45,9.77,P
4/3/2016 19:50,9.77,P
4/3/2016 19:55,9.77,P
4/3/2016 20:00,9.74,P
4/3/2016 20:05,9.97,P
4/3/2016 20:10,10.04,P
4/3/2016 20:15,10.11,P
4/3/2016 20:20,10.04,P
4/3/2016 20:25,10.04,P
4/3/2016 20:30,9.94,P
4/3/2016 20:35,9.91,P
4/3/2016 20:40,9.8,P
4/3/2016 20:45,9.91,P
4/3/2016 20:50,9.84,P
4/3/2016 20:55,9.7,P
4/3/2016 21:00,9.84,P
4/3/2016 21:05,9.77,P
4/3/2016 21:10,9.63,P
4/3/2016 21:15,9.67,P
4/3/2016 21:20,9.5,P
4/3/2016 21:25,9.53,P
4/3/2016 21:30,9.5,P
4/3/2016 21:35,9.7,P
4/3/2016 21:40,9.77,P
4/3/2016 21:45,9.7,P
4/3/2016 21:50,9.6,P
4/3/2016 21:55,9.5,P
4/3/2016 22:00,9.46,P
4/3/2016 22:05,9.43,P
4/3/2016 22:10,9.46,P
4/3/2016 22:15,9.67,P
4/3/2016 22:20,9.84,P
4/3/2016 22:25,9.97,P
4/3/2016 22:30,9.94,P
4/3/2016 22:35,9.84,P
4/3/2016 22:40,9.77,P
4/3/2016 22:45,9.67,P
4/3/2016 22:50,9.53,P
4/3/2016 22:55,9.46,P
4/3/2016 23:00,9.46,P
4/3/2016 23:05,9.39,P
4/3/2016 23:10,9.6,P
4/3/2016 23:15,9.63,P
4/3/2016 23:20,9.94,P
4/3/2016 23:25,10.08,P
4/3/2016 23:30,10.18,P
4/3/2016 23:35,10.25,P
4/3/2016 23:40,10.28,P
4/3/2016 23:45,10.25,P
4/3/2016 23:50,9.91,P
4/3/2016 23:55,9.8,P
4/4/2016 0:00,9.74,P
4/4/2016 0:05,9.87,P
4/4/2016 0:10,9.94,P
4/4/2016 0:15,9.8,P
4/4/2016 0:20,9.94,P
4/4/2016 0:25,10.01,P
4/4/2016 0:30,10.18,P
4/4/2016 0:35,10.21,P
4/4/2016 0:40,10.21,P
4/4/2016 0:45,10.21,P
4/4/2016 0:50,10.04,P
4/4/2016 0:55,9.91,P
4/4/2016 1:00,9.74,P
4/4/2016 1:05,9.74,P
4/4/2016 1:10,9.63,P
4/4/2016 1:15,9.63,P
4/4/2016 1:20,9.63,P
4/4/2016 1:25,9.46,P
4/4/2016 1:30,9.33,P
4/4/2016 1:35,9.22,P
4/4/2016 1:40,9.22,P
4/4/2016 1:45,9.29,P
4/4/2016 1:50,9.16,P
4/4/2016 1:55,9.02,P
4/4/2016 2:00,8.99,P
4/4/2016 2:05,9.09,P
4/4/2016 2:10,9.12,P
4/4/2016 2:15,9.02,P
4/4/2016 2:20,8.99,P
4/4/2016 2:25,8.95,P
4/4/2016 2:30,8.85,P
4/4/2016 2:35,8.85,P
4/4/2016 2:40,8.99,P
4/4/2016 2:45,8.92,P
4/4/2016 2:50,8.99,P
4/4/2016 2:55,9.05,P
4/4/2016 3:00,9.05,P
4/4/2016 3:05,9.16,P
4/4/2016 3:10,9.19,P
4/4/2016 3:15,9.19,P
4/4/2016 3:20,9.36,P
4/4/2016 3:25,9.36,P
4/4/2016 3:30,9.36,P
4/4/2016 3:35,9.39,P
4/4/2016 3:40,9.43,P
4/4/2016 3:45,9.43,P
4/4/2016 3:50,9.39,P
4/4/2016 3:55,9.29,P
4/4/2016 4:00,9.26,P
4/4/2016 4:05,9.22,P
4/4/2016 4:10,9.16,P
4/4/2016 4:15,9.02,P
4/4/2016 4:20,8.95,P
4/4/2016 4:25,8.99,P
4/4/2016 4:30,8.75,P
4/4/2016 4:35,8.64,P
4/4/2016 4:40,8.51,P
4/4/2016 4:45,8.47,P
4/4/2016 4:50,8.41,P
4/4/2016 4:55,8.13,P
4/4/2016 5:00,7.928,P
4/4/2016 5:05,7.825,P
4/4/2016 5:10,7.723,P
4/4/2016 5:15,7.689,P
4/4/2016 5:20,7.689,P
4/4/2016 5:25,7.757,P
4/4/2016 5:30,7.826,P
4/4/2016 5:35,7.828,P
4/4/2016 5:40,7.657,P
4/4/2016 5:45,7.282,P
4/4/2016 5:50,7.18,P
4/4/2016 5:55,7.08,P
4/4/2016 6:00,7.013,P
4/4/2016 6:05,7.082,P
4/4/2016 6:10,7.048,P
4/4/2016 6:15,6.948,P
4/4/2016 6:20,6.882,P
4/4/2016 6:25,6.849,P
4/4/2016 6:30,6.987,P
